"Title","Url","isPublished","SocCode","EscoTitle","EscoUri","status after SME check","SME comments"
"RAF airman or airwoman","raf-airman-or-airwoman","Published","3311B","air force officer","http://data.europa.eu/esco/occupation/f2cc5978-e45c-4f28-b859-7f89221b0505","no match",
"RAF non-commissioned aircrew","raf-non-commissioned-aircrew","Published","3311C","air force officer","http://data.europa.eu/esco/occupation/f2cc5978-e45c-4f28-b859-7f89221b0505","partial match","ESCO has air force pilot but this role is broader than that. ESCO air force officer slightly mor generic so partially covers role though not ideal "
"RAF officer","raf-officer","Published","1171B","air force officer","http://data.europa.eu/esco/occupation/f2cc5978-e45c-4f28-b859-7f89221b0505",,
"Rail engineering technician","rail-engineering-technician","Published","5237A","railway electronic technician","http://data.europa.eu/esco/occupation/75c5bab4-2546-4ba3-996d-42a9a1bab55d",,
"Rail track maintenance worker","rail-track-maintenance-worker","Published","8143A","rail maintenance technician","http://data.europa.eu/esco/occupation/755c5c5f-2ee3-4487-94db-30ec2ba2e883",,
"Railway signaller","railway-signaller","Published","8234A","rail traffic controller","http://data.europa.eu/esco/occupation/f643bff3-74ef-48d1-b033-820e2d8659e9",,
"Receptionist","receptionist","Published","4216B","receptionist","http://data.europa.eu/esco/occupation/f7b04542-d8c7-42db-8475-e63b507cce82",,
"Recruitment consultant","recruitment-consultant","Published","3562C","recruitment consultant","http://data.europa.eu/esco/occupation/068370e0-9c27-4814-87d0-44fbb3140815",,
"Recycled metals worker","recycled-metals-worker","Published","9235B","scrap metal operative","http://data.europa.eu/esco/occupation/cb3432f8-bad7-4703-ba66-dc980a4ce4f7",,
"Recycling officer","recycling-officer","Published","3561E","recycling worker","http://data.europa.eu/esco/occupation/4ed9ce62-75d4-4b05-80d4-e86528fecdcd","replace","ESCO recycling specialist closer match to JP - use this http://data.europa.eu/esco/occupation/7a523273-9fff-4f11-beb6-110eeaec1436"
"Recycling operative","recycling-operative","Published","9235C","recycling worker","http://data.europa.eu/esco/occupation/4ed9ce62-75d4-4b05-80d4-e86528fecdcd","good match",
"Reflexologist","reflexologist","Published","3219C","complementary therapist","http://data.europa.eu/esco/occupation/c2a29b8d-1042-4766-a162-e174c7a77421","partial match","generic skills similar and reflexology listed under ESCO scope notes"
"Refrigeration and air-conditioning installer","refrigeration-and-air-conditioning-installer","Published","5225A","heating, ventilation, air conditioning (and refrigeration) service engineer","http://data.europa.eu/esco/occupation/79f435d0-9bc6-4d25-a26a-acbe16569ebb",,
"Registrar of births, deaths, marriages and civil partnerships","registrar-of-births-deaths-marriages-and-civil-partnerships","Published","2429A","civil registrar","http://data.europa.eu/esco/occupation/578470d7-1848-44cd-a769-96cdd64b2c37",,
"Reiki healer","reiki-healer","Published","9279B","shiatsu practitioner
massage therapist
complementary therapist","http://data.europa.eu/esco/occupation/b01affdd-c8a9-4121-bc50-a5be17f014eb
http://data.europa.eu/esco/occupation/9487f835-b5a9-4742-8ecf-35520911e28c
http://data.europa.eu/esco/occupation/c2a29b8d-1042-4766-a162-e174c7a77421
http://data.europa.eu/esco/occupation/9487f835-b5a9-4742-8ecf-35520911e28c
http://data.europa.eu/esco/occupation/c2a29b8d-1042-4766-a162-e174c7a77421","decision req","ESCO complementary therapist incl Reiki in scope notes though would need to decide which skills to pick out from long list otherwise get skills talking about acupuncture, aromatherapy etc - shiatsu and massage therapist include some fo the skills and competencies but would need to take out refs to these otherwise reader may be confused"
"Religious leader","religious-leader","Published","2444A","minister of religion","http://data.europa.eu/esco/occupation/ed256ed0-0432-4969-8544-3e5e01a517a9",,
"Removals worker","removals-worker","Published","9260C","moving truck driver","http://data.europa.eu/esco/occupation/a504e79e-f146-4773-a1cf-2b15b9d614db","good match",
"Reprographic assistant","reprographic-assistant","Published","9219A","reprographics technician","http://data.europa.eu/esco/occupation/77de6c7d-27bf-4bc2-8c80-5d6f6d9811f4",,
"Research and development manager","research-and-development-manager","Published","2150A","research and development manager","http://data.europa.eu/esco/occupation/73ceb2f9-18e3-4cfe-9c06-e9fb31ece440",,
"Research scientist","research-scientist","Published","2111B","research manager","http://data.europa.eu/esco/occupation/c02ee787-c30b-4f0d-9d7f-6eb36fc44a5d",,
"Residential support worker","residential-support-worker","Published","6145C","residential childcare worker","http://data.europa.eu/esco/occupation/4d7d2628-1405-4ff2-b5b5-bd0d57ed9bbd",,
"Resort representative","resort-representative","Published","6219C","accommodation manager","http://data.europa.eu/esco/occupation/53cdd34e-22f2-41bd-b3c7-de22bf9bbcae",,
"Restaurant manager","restaurant-manager","Published","1223C","restaurant manager","http://data.europa.eu/esco/occupation/d5eb6150-bbff-4a9c-9d0c-21eab4dbe2b6",,
"Retail buyer","retail-buyer","Published","3541B","purchaser","http://data.europa.eu/esco/occupation/29fa406d-de89-4515-be8d-0fe7bda993f1","partial match","ESCO quite general but no specific occupation for retail buyer"
"Retail jeweller","retail-jeweller","Published","1254C","jeweller","http://data.europa.eu/esco/occupation/618a854a-4ecd-4535-84e6-350e1fe0aa0f",,
"Retail manager","retail-manager","Published","1190B","retail department manager","http://data.europa.eu/esco/occupation/a79d9e58-36be-4e67-a4db-ea6c8ff445fc",,
"Retail merchandiser","retail-merchandiser","Published","7125B","merchandiser","http://data.europa.eu/esco/occupation/f1fcad3b-fdf0-444a-81b0-e50e96f8966a","good match",
"Riding holiday centre manager","riding-holiday-centre-manager","Published","1221B","hospitality entertainment manager","http://data.europa.eu/esco/occupation/4887c8a5-35d3-44c3-be69-346027e485f0",,
"Riding holiday leader","riding-holiday-leader","Published","6139I","activity leader","http://data.europa.eu/esco/occupation/234be692-befb-41df-bdf0-e1b2f4eaf5e7",,
"Road traffic accident investigator","road-traffic-accident-investigator","Published","3567B",,,"no match",
"Road transport manager","road-transport-manager","Published","1161B","road operations manager","http://data.europa.eu/esco/occupation/4ea620f2-5c75-49ee-85a0-b2fb6bbf3624",,
"Road worker","road-worker","Published","8142A","road construction worker","http://data.europa.eu/esco/occupation/5f68c4c3-9d25-48e2-8efc-5471a80fb155",,
"Roadie","roadie","Published","9275C","instrument technician","http://data.europa.eu/esco/occupation/72f4abfe-5337-49be-b9b8-32096fc2ca1f",,
"Robotics engineer","robotics-engineer","Published","2126D","robotics engineer","http://data.europa.eu/esco/occupation/551a6797-3ca9-41fc-9dca-9a982a8fd8a6",,
"Roofer","roofer","Published","5313A","roofer","http://data.europa.eu/esco/occupation/b4c6d1b0-929e-48be-9f67-47bd8c30658b",,
"Roustabout","roustabout","Published","9139B","roustabout","http://data.europa.eu/esco/occupation/86c49d9c-b37d-4a14-8e9d-d0357005a48d",,
"Royal Marines commando","royal-marines-commando","Published","3311D","special forces officer","http://data.europa.eu/esco/occupation/1de91afd-9da2-47ab-a7e7-19bf931709a4","good match","commando listed under ESCO alt labels"
"Royal Marines officer","royal-marines-officer","Published","1171C","navy officer","http://data.europa.eu/esco/occupation/262f21a3-ae78-46f4-a5f9-5a1f502caa90","good match",
"Royal Navy officer","royal-navy-officer","Published","1171D","navy officer","http://data.europa.eu/esco/occupation/262f21a3-ae78-46f4-a5f9-5a1f502caa90","good match",
"Royal Navy rating","royal-navy-rating","Published","3311E",,,"no match","no equivalent in ESCO for this role - only starts at navy officer level"
"RSPCA inspector","rspca-inspector","Published","3565D","animal welfare inspector","http://data.europa.eu/esco/occupation/2de007c6-3223-4cd1-9561-e8a2e16e049d","good match",
"Rural surveyor","rural-surveyor","Published","2434F","land surveyor","http://data.europa.eu/esco/occupation/d8e502b4-1be6-4d10-a224-151688f8f0c8","replace","ESCO has land planner which is closer to jp emphasis "
"Sailing instructor","sailing-instructor","Published","3442H","vessel steering instructor","http://data.europa.eu/esco/occupation/2c027db0-d2a6-43f0-9c4a-caff27c7c54a","partial match",
"Sales administrator","sales-administrator","Published","4151A","sales processor","http://data.europa.eu/esco/occupation/73357956-f607-4baa-9ce6-03beb9b39da2",,
"Sales assistant","sales-assistant","Published","7111E","sales assistant","http://data.europa.eu/esco/occupation/9ba74e8a-c40c-4228-9998-eb3c7a5c11df",,
"Sales manager","sales-manager","Published","3545D","sales manager","http://data.europa.eu/esco/occupation/a7594892-ff23-4e2a-aedf-2f967ebca15c",,
"Sales representative","sales-representative","Published","3542A","commercial sales representative","http://data.europa.eu/esco/occupation/14031d4a-6e99-442f-b4fe-18262b6432b2",,
"Sample machinist","sample-machinist","Published","8137A","clothing sample machinist","http://data.europa.eu/esco/occupation/bda98f02-4f92-4015-a0c8-b86b8abc711a",,
"Satellite engineer","satellite-engineer","Published","5244A","satellite engineer","http://data.europa.eu/esco/occupation/24161923-e3e6-4096-b377-f1ee8a7ea31b",,
"Scaffolder","scaffolder","Published","8141A","construction scaffolder","http://data.europa.eu/esco/occupation/18fa8080-3156-429a-bbd7-b3ef559b6721",,
"Scenes of crime officer","scenes-of-crime-officer","Published","3319F","criminal investigator","http://data.europa.eu/esco/occupation/3cee6bea-4a19-4511-9bbb-fdf820857555",,
"School business manager","school-business-manager","Published","2317B","business manager","http://data.europa.eu/esco/occupation/544cd9cf-e2ee-4ac0-8a02-7147af6b97d7","replace","ESCO education administrator closer match to JP http://data.europa.eu/esco/occupation/55b4faa3-286f-4fc8-ac67-8bbb97d08820"
"School crossing patrol","school-crossing-patrol","Published","9244A","crossing guard","http://data.europa.eu/esco/occupation/12da0bb1-26c8-46eb-9476-797f4f1c441e","good match",
"School lunchtime supervisor","school-lunchtime-supervisor","Published","9244B","child care worker","http://data.europa.eu/esco/occupation/3413f234-6230-47a8-8cc7-2691fd54ce3a","partial match","about closest ESCO has but not that close a match"
"School matron","school-matron","Published","6144C","education welfare officer","http://data.europa.eu/esco/occupation/19f6634f-ec0c-4513-b0d9-d43f9ddeb82d","decision req","about closest ESCO has but not that close a match. Other options are residential childcare worker but emphasis is heavily on social work so not really suitable here "
"School nurse","school-nurse","Published","2231K","specialist nurse","http://data.europa.eu/esco/occupation/18e14e61-495b-44cc-a7c6-df4c625934ba","good match","is listed in ESCO desc"
"School secretary","school-secretary","Published","4213A","secretary","http://data.europa.eu/esco/occupation/5ac377d2-e1d0-4911-a299-b4ef2782a0ba","good match","ESCO also has education administrator but that is too high level for this JP"
"Screenwriter","screenwriter","Published","3412E","script writer","http://data.europa.eu/esco/occupation/ebe936e2-64e7-4777-94d6-42caa5a12409",,
"Search and rescue worker","search-and-rescue-worker","Published","3319H","coastguard watch officer","http://data.europa.eu/esco/occupation/bd1cd902-1fb1-40b1-abce-bb9ef60805b4","partial match","ESCO role OK for water rescue work but no tmention of mountain rescue etc"
"Secondary school teacher","secondary-school-teacher","Published","2314A","secondary school teacher","http://data.europa.eu/esco/occupation/5efb2c08-ba3a-4659-a2e4-1883f54e77b6",,
"Secretary","secretary","Published","4215D","secretary","http://data.europa.eu/esco/occupation/5ac377d2-e1d0-4911-a299-b4ef2782a0ba",,
"Security manager","security-manager","Published","3319G","security manager","http://data.europa.eu/esco/occupation/e9507d34-c70f-474f-a4a3-d2cbfe50f6e9",,
"Security officer","security-officer","Published","9241A","security guard","http://data.europa.eu/esco/occupation/31808988-fc0a-4bc3-9e47-27216d6759f5",,
"Security Service personnel","security-service-personnel","Published","2426D","intelligence officer","http://data.europa.eu/esco/occupation/4ca8ba6c-dc55-40c0-ae6c-d55c94dd2e03","good match",
"Security systems installer","security-systems-installer","Published","5249B","security alarm technician","http://data.europa.eu/esco/occupation/c0c1364d-f784-4e76-8d3f-1e998dc6545d",,
"Seismologist","seismologist","Published","2113K","seismologist","http://data.europa.eu/esco/occupation/b79cfd33-6e46-4b71-b180-c9a84422f047",,
"Senior care worker","senior-care-worker","Published","6146A","social care worker","http://data.europa.eu/esco/occupation/8d703e8f-1e57-4246-8a6b-cb87a760d4ab","good match",
"Set designer","set-designer","Published","3422L","set designer","http://data.europa.eu/esco/occupation/874a2080-a9b6-46a9-8662-c9b7d4208f73",,
"Sewing machinist","sewing-machinist","Published","8137B","sewing machinist","http://data.europa.eu/esco/occupation/517c01aa-e875-4690-bf38-17307a57eafe",,
"Sexual health adviser","sexual-health-adviser","Published","2219D","family planning counsellor","http://data.europa.eu/esco/occupation/83dc2d94-9e30-493a-bd93-6346e05fe146",,
"Shelf filler","shelf-filler","Published","9251A","shelf filler","http://data.europa.eu/esco/occupation/d35f9e79-5778-43b4-8667-0e3ba1fcb19a",,
"Shoe repairer","shoe-repairer","Published","5413D","shoe repairer","http://data.europa.eu/esco/occupation/dc9b98da-c389-4caf-a21a-c6f8c530c0bf",,
"Shopfitter","shopfitter","Published","5315D","ceiling installer
kitchen unit installer","http://data.europa.eu/esco/occupation/41a8e7c8-e1d8-4984-9b3c-dbbad1699f83
http://data.europa.eu/esco/occupation/bc61af54-0c3b-411c-a434-4b0d23c6fcce
http://data.europa.eu/esco/occupation/bc61af54-0c3b-411c-a434-4b0d23c6fcce","decision req","ESCO ceiling installer has some generic skills as does kitchen installer -if combined would probably cover JP quite well"
"Shopkeeper","shopkeeper","Published","1223B","retail entrepreneur","http://data.europa.eu/esco/occupation/bf89925d-00a1-4f94-ab3b-2148c887af33",,
"Signalling technician","signalling-technician","Published","5249C","train preparer","http://data.europa.eu/esco/occupation/219e7fdd-5889-4517-9e86-620a12d535aa","partial match",
"Signmaker","signmaker","Published","5449C","sign maker","http://data.europa.eu/esco/occupation/a1b4eb5e-45d4-441b-a7e8-795ac5cf6fbf",,
"Signwriter","signwriter","Published","5449D","sign maker","http://data.europa.eu/esco/occupation/a1b4eb5e-45d4-441b-a7e8-795ac5cf6fbf",,
"Singing teacher","singing-teacher","Published","2319C","music teacher","http://data.europa.eu/esco/occupation/f235bc5a-dbf6-4f9e-bbdb-cf313d32b75b",,
"Skills for life teacher","skills-for-life-teacher","Published","2319D","learning support teacher","http://data.europa.eu/esco/occupation/114c5a6c-1869-4a67-8ec0-660ec303f8cc","good match","basic skills teacher incl in ESCO alt labels"
"Smart meter installer","smart-meter-installer","Published","5241E","electric meter technician","http://data.europa.eu/esco/occupation/fddb7bd8-f176-4dc8-9d12-32b6072452c9",,
"Social media manager","social-media-manager","Published","2472A","online community manager","http://data.europa.eu/esco/occupation/137b1d11-c4bc-4016-89ba-45345d4c71f0",,
"Social services manager","social-services-manager","Published","1184A","social services manager","http://data.europa.eu/esco/occupation/c18fddf5-cfc4-4f9c-94d6-86608faaa1dd",,
"Social work assistant","social-work-assistant","Published","3239B","social work assistant","http://data.europa.eu/esco/occupation/4fa660b3-ab97-4a99-ad73-ce3c2612f2c3",,
"Social worker","social-worker","Published","2442A","social worker","http://data.europa.eu/esco/occupation/4b05bef2-ded4-4b09-ab94-f4c6a555a775",,
"Software developer","software-developer","Published","2136B","software developer","http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1",,
"Soldier","soldier","Published","3311F","infantry soldier","http://data.europa.eu/esco/occupation/bd5a2f44-fc06-45fd-909b-3a4001c8b8a3","good match",
"Solicitor","solicitor","Published","2413A","lawyer","http://data.europa.eu/esco/occupation/974d4eab-fbee-4c52-b16e-73bdd8c25b53","good match",
"Solutions architect","solutions-architect","Published","2135A","ICT system architect","http://data.europa.eu/esco/occupation/e1c72b5f-4c5c-487c-a6df-e84b64a51dae",,
